Sensitivity (dB),Recorder Depth (m),Sample Rate (kHz),Gain/Pre-amp,Bandwidth for Analysis (kHz),Location Latitude,Location Longitude,Frequency Mean,Power (dB),MFCC 1,MFCC 2,SNR,Background Noise,Sound Source,Temporal Period_Day,Temporal Period_Dusk,Temporal Period_Night,Recording Platform_Fixed Buoy,Recording Platform_Research Vessel,Recording Platform_Towed Array
-52.07292515584008,2542.9580008458133,40.52184637979397,38.272035405058254,34.161725316790864,-3.146229064324359,-2.5107632021502013,133.31376447810385,-77.24887558224557,-11.92677222296643,-23.388908429625978,8.190918425363435,4.89238908576338,0,False,True,False,False,True,False
-95.43969484756548,1488.3167110607185,14.950053361431408,21.98115529294942,22.634994567295475,69.78675289649397,-53.67059548125167,395.3476984614373,-45.71024953841493,2.845318951524167,-8.362367783930864,10.224698874701385,2.2102670152874935,3,True,False,False,False,False,False
-80.1674199022874,2676.771757242562,22.60801466551419,20.533046747695714,12.428175548801862,14.63497510082081,130.72986791604137,452.1439874553667,-72.89944418953763,-2.7691888095436106,-22.24333783536147,10.253273700504703,4.4163623911664,0,False,True,False,False,False,True
-72.07978751320975,1278.4238076484592,87.9464771181473,4.447899292246054,25.138630110252098,-87.95634394186457,-11.282168882114547,1394.1229297728614,-55.247283349277126,-6.474212596686853,2.7223605740622254,32.3813463779627,2.166737530194319,2,True,False,False,False,True,False
-76.11425545598861,257.84505186312913,55.43983043155999,17.453433264262237,40.30335320230997,86.02212037576876,20.161813911330427,8226.863882775837,-38.69797650105482,37.739299906707885,32.57347145835978,23.85465587962344,1.5431166846599713,1,True,False,False,False,False,False
-68.53006809323688,2090.288580064005,49.090531570028496,25.102323203362538,29.631401284231913,72.20844188837802,-163.63930307707517,212.38527583689213,-51.48765547770324,-3.2920864832725094,-26.330297416428614,14.301988967023052,3.554762365962265,0,False,False,True,False,False,False
-80.5865808005064,695.8902896577995,32.87066154692455,14.41380380821073,13.737543279858873,-8.416647570810412,-168.36625760052584,875.3023461483898,-37.66379837383441,-1.9165435393010455,-20.51648251197045,10.930072754922493,2.190500948997908,3,False,True,False,False,False,True
-63.714024580582,1844.1114358480118,45.96890112099322,37.309139334160534,43.43713058552001,-81.86063938088591,-170.50788918098928,8764.633668780496,-15.683400076545013,39.618283879448335,9.512506733105845,35.794575037324734,1.0713362849465322,1,False,False,True,False,False,False
-71.54592654171262,199.90037047410402,13.16668061669526,5.354084752025328,1.669926276522867,-76.43536913655679,69.01718298080834,10343.462750294631,-17.502677515900846,37.39497256772928,22.55448596976416,40.41422954251468,1.6356218030636838,1,False,False,False,False,False,False
-77.47279323449533,396.18665130297,92.04838834425013,24.246985378035202,12.203497469669673,30.906123193054214,42.5261665648425,3507.1390262298837,-55.45769631201484,10.147195867783989,-1.7892304683672329,33.16955175206918,2.0403270022239868,2,True,False,False,True,False,False
-51.601311728008845,274.34058786328325,78.09633419438843,23.598235885505442,24.522252383905283,-14.303559840286482,102.48057501995146,1936.116003074015,-25.848659974419142,7.094531760298789,-8.39577007659478,29.570179952032312,3.5202196238547128,3,True,False,False,False,False,True
-78.12625389881354,2713.434496536308,39.94997016400383,20.559579566392433,39.39899762431601,-18.622299182171375,43.95121208203446,13623.637087467452,-11.514381290270737,14.412204427871139,32.79762875484484,32.224070257783836,0.8873665824484376,1,False,False,True,False,False,False
-68.95971577889543,1048.7660905939886,27.98524803275222,23.185997378869537,17.736597312370705,6.707415008532607,-14.357102765914078,1775.0600125500034,-37.99098533269156,0.9300272109079515,-23.69764546777455,23.323032256995738,3.0291530358938203,3,True,False,False,False,False,True
-66.62211307394864,525.2364148928732,26.536855617545687,1.6347446506591545,9.277818090536062,-39.85373897424745,-116.27622566037115,311.67247458331406,-46.38092386698197,-6.176636959018227,-22.778319855797264,16.013936943057658,3.2585431771371423,3,False,False,False,False,False,False
-95.38547068856269,1448.6247282283166,69.14948567026315,20.46628054189045,8.691906453093493,-22.08852625642693,-179.06579122188725,447.32044281423475,-77.46448976957954,-12.081657532337083,-10.412290123995547,13.048859689809987,4.8480835182148665,0,False,False,False,True,False,False
-81.55431802151138,1392.9788012381123,74.28250067950306,1.467328115623916,13.369410272857017,38.40292545921943,142.27446156739177,10116.77442115666,-24.03659544204053,13.215160340193282,18.42237100470364,33.64160432592581,0.8637057554520945,1,False,False,True,False,True,False
-90.8858060762021,1696.2556251363208,82.30105878550208,3.5681731484822476,27.23144263676065,-48.02104592103578,-56.54632885982632,289.5879765722225,-69.34687090162086,-10.53531479125272,-25.612536947372494,13.76299227071254,4.473644950789826,0,False,False,False,True,False,False
-78.41702268851603,391.4651053587356,34.404727898690304,14.523291855945404,32.64994482524846,12.74009484040414,-51.80517867677534,7905.606741550858,-35.769007225724515,-2.883196247920166,-16.43761345828587,14.585774175529961,1.4919154567690163,2,False,True,False,False,True,False
-95.60561877299281,2419.5360113560187,14.786200084699878,33.692561411927265,3.530138415851129,-86.71635334289502,70.90612645191175,2991.9038275667635,-23.101692110779375,-2.720047465830202,2.1088464579936073,8.11660014074732,4.437667907362856,3,False,False,True,False,False,False
-66.56783900377846,2788.8342074914817,57.88160879919796,22.864507578795994,14.718975589353924,48.508727974548634,-112.66425051929158,8236.792364042438,-27.236906841507498,25.228311360533652,12.272291972452408,19.019288865872124,1.415930063662449,1,False,True,False,False,False,True
-74.69480218203265,2796.722883348233,37.57522852571823,23.75532390231595,19.09229359398491,-8.231765000562064,17.497122457735145,1669.319840672483,-43.948086130092925,0.5371464363949983,-26.92461610650701,11.054145015724448,2.0067772485358244,3,False,False,True,True,False,False
-76.42119057249208,1241.4043333003328,40.0026709226976,37.18116576991304,41.700350981598724,83.70484391997226,-135.2529995452039,392.3469900814577,-51.849786295368865,-24.563008015030196,-38.00511197899667,16.116809739350884,4.148946226359824,0,False,False,False,False,False,False
-58.602955641125405,2254.0007550482874,78.76019325907835,33.00530706771189,10.133844352619061,-47.57548570830004,48.15308293926381,2728.205084864422,-40.51410253110516,-2.350799726148299,-6.095627780400367,17.942869228578864,3.784456137138315,3,True,False,False,False,True,False
-84.9311062917929,2245.352046726991,53.233953547953206,9.288507805872692,45.079154090453855,-20.89958015282194,15.679030001035898,2724.0927273454136,-31.272860122580237,-16.493058778749077,2.8941243264716263,21.80957716757119,2.8372640366427153,3,False,False,False,True,False,False
-56.06854423132809,1491.3166429478572,73.76563835795791,22.92603397029555,49.886938180268324,45.43256160698809,74.51296604764525,2346.7872201997156,-45.70616043354591,-13.863662204916102,-5.007757122173505,18.867592716878978,3.8865882296502914,3,False,True,False,False,False,False
-94.46841315223963,2540.892352286209,20.96402496055049,15.89149162241469,40.067472923198125,-63.014863077220724,-97.46949771624907,12222.525683930664,-18.398903903617768,29.234428986558918,25.818453334013,33.99535551716586,0.8776985883604291,1,False,False,True,True,False,False
-52.04626027179861,1034.1475289638447,29.552184540578885,16.943874496819316,15.10855120731058,20.691047367477793,148.2668671834673,155.64647765722475,-76.9761619095234,-22.31953404439013,-18.217132418127978,13.894443578882324,3.204425328450399,0,False,True,False,False,False,False
-53.875030941135215,2124.643516597062,23.118357690626475,23.051534406672527,30.72903727275994,-13.656479165570516,85.11992482490024,2806.382693568594,-22.23294461279671,-6.474818857876038,-26.036668395573567,29.66650637717136,4.097245216114835,3,False,True,False,True,False,False
-83.39267936725305,941.2183494964671,29.556023395431687,24.315775751770346,19.585979220891893,43.96493733179199,-105.9912689847705,12877.898887144924,-21.88835404809583,13.428019001670632,17.435137526108832,45.22313492145349,1.8844403476977272,1,False,False,False,True,False,False
-63.12493759451258,1362.1316432605233,29.31601477283845,18.097580645307737,7.901993998610193,-58.250342428879804,-0.5876018137873018,3932.478146531835,-23.406163957276,0.8718169734989942,0.3205922597315194,28.96792863758591,1.0261889131766673,2,False,False,True,False,False,False
-51.22293421586219,1382.377074170869,57.92826172454412,34.425280715629356,27.218416227749273,-56.79668314460591,-72.14547176406826,223.97477050744436,-68.08045653627207,-17.19633283989752,-16.00653933777192,10.240804985739995,3.9364636568827587,0,True,False,False,False,False,False
-76.39665274450005,1698.874988455223,15.650942990838303,31.021104667800422,23.211152902653353,4.390248478964409,-21.325411102237865,260.3052243501304,-63.21079006075347,-25.342792622078626,-34.54215608514187,17.92678431520276,4.892230924267265,0,True,False,False,True,False,False
-55.128479509055786,1584.4696153112884,78.8644803478064,39.157257424638445,42.14965411337196,66.05887680207422,-33.12558166865591,1677.5816560150522,-42.383343078700875,-14.116607009196416,-12.307224231288817,21.091077553409253,2.8481781147404774,3,False,False,True,False,False,True
-67.36269460740627,722.1665153297123,18.551959777303683,9.726887639978163,36.391079660927296,64.02536425913144,118.879151244117,258.87341184738193,-59.957445902880615,-23.85047113752537,-31.205568092169603,18.445037277816795,3.026003847021472,0,False,False,False,False,False,False
-57.59359522665582,377.10290009149844,85.37419052527527,25.717022544570128,35.49336062178696,73.91232063725471,44.91405757557038,3351.0610000488455,-26.995706743093606,0.8917763658527154,-18.80201612128148,34.91963519695749,1.6903842897625512,2,True,False,False,False,False,False
-78.19367354323417,890.4526210303338,91.56698439874548,30.544231766390432,7.865545612556175,66.3242356616243,-4.524768630175089,2688.9290693375697,-26.004342321580545,-7.243594865922997,-29.21357420879589,13.910901906468814,3.3540855366521676,3,False,False,True,True,False,False
-89.09884462529567,1938.711961630295,46.266538371582236,5.291048445013216,45.1280427605829,34.41993436973779,65.9461883203733,429.03355036466957,-64.11014964034757,-5.548367147926285,-25.05727739466983,6.007630998735651,3.8104961760553775,0,True,False,False,False,False,False
-89.67893641196984,42.87752768885663,21.772164185917426,36.0007456739242,43.820613800563244,17.5343583906555,36.18606975611522,11650.366745462554,-34.73886164129651,37.4323583777488,17.563115746762193,28.40984848873241,1.2783765579242563,1,False,False,True,False,True,False
-52.068641134338975,561.2690528301,17.768978609674278,30.83943702141914,4.344235562350487,60.67421832654529,-22.61037731139234,2750.765348011146,-28.354014166342832,-1.6878599897612716,3.2257378970218014,16.726286207145193,4.385217341349083,3,False,False,True,False,True,False
-89.25298107046217,103.23757383324117,32.55470780978496,23.803117228010194,3.519864860728267,-0.654075503777463,34.86342561008013,8342.438908169608,-16.87263388762534,13.197947594013154,7.254133452074263,40.486606467126116,1.2432369743092977,1,True,False,False,False,True,False
-77.01592436194345,237.04089700517005,16.68781959079031,0.09357562503113037,48.417270022147235,-89.05431265949072,-142.88625143505186,3202.175897665876,-27.702789927329555,18.86296357292353,7.650474557714961,30.716806973369216,2.042601334827139,2,False,True,False,False,False,True
-56.352708206179585,2199.3524103645877,79.36425871608468,26.351334668428695,34.92155166137477,62.85521728175746,-90.11951681069306,1493.8036427472643,-43.363716745411935,9.630040239899412,3.0420768890314633,8.86738985010713,3.763937931289221,3,False,False,True,False,True,False
-72.20967092814102,1424.8982530631868,36.90551765948052,4.820903151458578,36.8201599014558,-55.332174998586524,-138.49847235097764,3952.3386181135875,-28.186326481636105,12.351936443606611,-18.07910848737338,23.654310551084684,2.044869152142338,2,True,False,False,False,False,False
-70.18650607589734,697.7264234902322,20.368752176845977,3.0781280651683662,35.11815001802885,-28.822506521748096,80.91603775035412,1457.4943855925967,-47.38838648677559,6.184738771260115,7.675310769363723,19.562575087962095,2.251782752874018,2,True,False,False,False,False,True
-56.16673110687753,1258.3431912433975,49.72708514950053,39.613652533671086,1.0116386552183445,-56.61487627618995,-41.77299962889873,2801.140232804496,-47.89910882757587,-19.715436991145058,-28.156065740797,9.9479550334996,2.0939919330156522,3,True,False,False,False,False,True
-56.31614429068306,2952.409572905892,76.07151359234857,16.71067128669335,21.64649311157644,42.76481428600047,-94.04022752341116,375.89863373761426,-39.361335270776706,-11.382830250377548,-19.629215784040348,13.13937052309802,2.105232974090905,3,True,False,False,False,True,False
-97.74496613898384,337.3081200505543,43.68019208647062,4.977502291874254,47.86436918041183,53.63807798580899,-86.76624542334709,335.4216915892981,-50.53008454759755,-3.474030656054911,-21.97604660673406,18.55585950762906,4.978369819626717,0,True,False,False,False,False,True
-88.41641493082783,2828.7680046640257,65.86961181334368,24.309471795154366,26.12173703980892,-48.479433890803435,-116.44990847801702,2543.4034634912277,-52.54246951422982,13.387534207002599,-7.7456159291644475,11.735280296901891,2.938205260281623,2,False,True,False,False,True,False
-70.13629637848295,1579.844187572202,32.38006964383135,20.609916972589033,25.0681307025627,89.34043964521038,143.07701329663337,285.35229928624796,-61.31187851194644,-7.5638518772331444,-38.954045192985255,18.4238216184176,4.720253632835847,0,True,False,False,False,False,False
-86.7199978705647,397.24961463558446,86.43233486873204,38.226059929190136,43.244253246007084,55.71289345047805,55.88711303004783,4856.001594263975,-56.520529603543594,2.2535963921209614,-6.955901904569011,17.792613512809787,2.44684022737717,2,True,False,False,False,True,False
-51.89390137039751,337.3118915628171,86.9252740632538,39.65901340580193,4.0143342857225175,68.92312844474304,5.7884473597019905,14065.1371944458,-22.86043174241278,29.863360303196938,21.313367239921977,45.2572508107572,1.6008648784305526,1,False,False,True,False,False,True
-67.07740826707872,2553.2393699917834,84.58730128254301,28.33451906860139,42.01365308981993,35.54486310047106,64.85067783370815,1874.9035657347938,-27.418500813270764,-15.241846841207789,0.830476571962496,27.180557610395105,2.073118207586398,3,False,False,False,False,True,False
-59.002654129594994,693.5892329595213,88.14831259716564,0.044804459204379476,28.25290501694809,46.194444681288246,-86.87220094875313,2351.9300521110517,-56.636071021280614,-0.2069927049012108,-0.40544906919096846,13.47531570340773,1.7533907239735975,2,False,False,True,False,False,True
-61.00773024244282,329.8721100926056,75.44839961517441,21.650663147044412,48.186608189090734,-28.463010113036503,47.74388152822132,2799.4829112545517,-46.92470816027962,8.116854617093534,-5.9239997194715315,9.492415300313782,2.7524089173670405,3,False,True,False,True,False,False
-64.57139976986853,1425.9859264209147,14.981159608056654,2.9877767103141606,42.76831830073374,88.22670709511647,63.37881258723161,278.3833228041286,-60.57279069794277,-12.16812422314364,-28.491632187831346,5.984392168610194,4.6430258948148815,0,False,True,False,False,False,True
-61.47962910961034,2053.0531760534504,48.34763274840036,10.945066651266636,49.859100507727845,-13.287365597524868,-17.500671241316837,2145.3667483416843,-28.207618050002825,10.81046677344466,-12.273063552393387,12.471431368475281,2.360998604149426,2,False,False,False,False,True,False
-56.59728387338536,2890.0775937859944,12.691998982286396,29.250802678947423,45.5667010364431,64.32481657664977,167.22737001727506,12600.940784380971,-26.731037128572694,19.358559714853914,14.622282213143823,40.35479354149409,1.6187555180464464,1,False,False,False,False,False,False
-67.41665873120576,1111.893767734046,84.33480948620878,18.928396267662286,48.44147796782136,-56.605407173438195,132.70434046401988,6436.177969542192,-29.16312621423792,15.343496843506628,6.63583968300496,28.786609648942463,1.2624897553647751,2,False,True,False,True,False,False
-51.624436819311114,564.5220352831965,49.740367005846814,0.0492734066570355,30.318035990998922,19.315160687280823,-90.88561598278494,323.36506903327916,-73.23379572668793,-25.1752359276543,-20.45441599593206,9.888881959281123,4.180527877771245,0,False,True,False,False,True,False
-77.23899254590994,44.7454143252209,16.230432350332062,15.699742256267392,24.51700290113905,18.003698661474672,-75.00147166465084,2100.1965640733006,-24.196328084323863,3.3955296668004955,-28.6133411128075,18.571152839672237,2.262325446045437,3,False,False,False,False,True,False
-71.45477490779179,64.9192344522146,51.482648813436874,8.413983196754744,17.95481181459714,49.64485244273209,158.84550152365915,128.9665088585366,-63.97273382070665,-3.523995425412,-37.52474396678736,17.36771070345251,3.7156027018565427,0,False,True,False,True,False,False
-71.6229575869221,2071.5002577204245,78.85045612338112,8.006009769792403,9.206646530694417,-71.17778873980795,49.11488983570922,5945.330085408308,-58.73655420697432,18.086367387310695,-18.181005072198467,26.238890059032116,2.418121038901833,2,False,False,True,False,False,True
-68.73476698930261,2352.433950565428,62.654186785779586,19.375937902961624,33.380185796663284,9.540261466552522,35.09131054749483,2362.3060325856427,-35.57288505653045,-18.777376817225818,-24.260018165367597,17.649358762769843,3.812066399685146,3,False,True,False,False,False,True
-92.02276599434059,2616.632864110683,28.85240291279181,39.03461023276525,17.507893796784234,-57.21877517603413,104.29146257129247,1993.1879377275845,-35.05412850640583,-3.339093471871063,-4.827937760470764,13.026004309288572,4.490834790141855,3,False,False,False,False,True,False
-95.92367552237866,1215.7514697602571,28.968256743319802,16.73599154670611,10.97533573676989,61.28143312984804,-117.2903988318287,484.3122205947908,-67.52277901559178,-4.61264123942852,-21.137055453821645,16.03025447998629,4.5354477761335605,0,False,False,False,False,False,False
-56.64842519387757,1740.2394716314564,47.72092605030478,29.01030641660546,24.84677812981044,67.2161828546989,144.25267104405305,1294.0767342766935,-41.695166082948454,-2.2294901421991327,1.9327170965841844,12.634568158124665,3.557416458908707,3,False,True,False,False,False,True
-88.2103953020395,2330.2406190359343,44.856675745373934,24.07421534648034,31.994486128088997,-22.887245305991797,4.54147387408986,1268.4419652107063,-47.92601641440142,-6.885038335495203,-26.591231260625673,16.910457579767073,3.4822959995794545,3,True,False,False,False,False,False
-70.35245742825363,498.9363790292181,43.63301215205142,38.7764928934115,13.64853820235525,28.212599617432602,-62.93157687910984,6414.311879806204,-54.76505357126601,19.09463135235634,-4.117366051572626,17.08151390039392,1.1469934946600253,2,True,False,False,False,True,False
-77.56112130842985,2011.4773003634905,22.535064869048647,17.977353408549508,29.80633418440896,80.74500387325807,-89.08999845284907,8592.507479162456,-28.619242302327287,28.166144729346485,15.70196159120005,33.67291738548934,1.672685494767544,1,False,True,False,False,False,True
-70.7322817801624,2606.1311287346434,27.70234406316207,4.476784775909115,14.21773096433249,-79.72436590392333,11.22103008037152,2812.9867922701364,-48.819693779944714,-16.336702579699196,-14.173034010079766,28.545250385613908,2.790390262441876,3,False,True,False,False,True,False
-65.58960670667022,1198.163175508559,51.2711490169183,27.438709439319364,1.8516097190885024,-31.836481727349863,170.31518930532474,332.04489187818723,-72.3732626030752,-14.348098600913605,-29.720395356372542,12.983674832394486,3.2514830236132974,0,False,False,False,False,False,True
-64.76596186316766,613.5418218476156,67.91518926594289,38.79648184429082,5.601135073681501,31.06838128052273,-20.249921050354374,13681.422543775054,-34.685506316578426,30.778778566784936,30.143458689443307,48.061497681590815,1.5248720424344686,1,True,False,False,False,True,False
-58.45614043291473,2595.1804195055597,76.09266534904604,4.524392763062921,39.98000821312375,75.36200345883077,36.21943531664499,14408.75356338065,-15.194833488643678,30.00914550972722,22.315557101352443,27.200078353468967,0.7389311678642076,1,False,False,True,True,False,False
-51.141290788934135,1226.6548025613831,84.8847967290043,31.29541936233094,28.783796788346724,42.92085766523877,136.26560206848524,1242.2139488705473,-40.18900515310284,0.02780156690754154,-1.7253920320559502,24.770272965085546,3.994534122146586,3,False,False,True,False,False,False
-81.21638740591368,897.6391309352396,65.82042065631781,13.135249115403242,31.880228668128066,19.76972498976501,22.838013845445175,3662.937929629584,-38.06001113394093,7.894564249562649,-0.9009589026584308,23.332583582536046,1.0293341140925276,2,True,False,False,False,False,False
-66.58936007224918,1862.2761345687475,49.860487766849225,15.191431207169192,43.303348829019434,3.434721324519245,-7.494524053296857,1179.49446064505,-46.35008689495375,1.4058685635757122,-6.0412026686084825,27.40517107681997,2.067205093453757,2,False,False,False,False,True,False
-72.52928807847734,2243.15839124611,71.5322180105376,20.849365299413375,41.29727752203585,-12.444823523154,142.81714434244407,1498.9618903861474,-21.813598798667698,9.640792442940445,-6.697392187197815,15.91462379718632,1.9583664588871998,2,False,False,False,False,True,False
-75.70641204068372,777.7619374843188,34.49906956872536,12.291598597051463,40.34826899380051,7.049029801545814,-67.92922830383868,5272.336483176428,-31.353973031072258,-1.8212799779939868,-5.525781446612697,13.656582800108428,1.3622986990693606,2,False,False,True,False,False,True
-60.01094522879892,561.9095373157286,35.393932872946664,31.736290325913494,10.076193880823073,75.19544805084792,-27.17012692930973,1609.2727381136106,-27.370054259828763,1.2052904911516276,-1.5725282046176652,13.369130332336574,1.0051680296899648,2,False,True,False,False,False,True
-55.78967683257961,691.9585181273081,28.23585623210749,24.43923955403967,21.14039502052853,61.175034516009674,144.00832442328402,8534.213793027182,-32.89388323076554,33.41576545731586,13.244181066444083,43.79150114797874,1.1356073804731444,1,False,False,True,True,False,False
-61.6671932399797,457.6148641913036,46.45925391054397,6.119352033142507,12.526543655297255,66.46673243718945,-9.758892372054419,10353.581018426608,-34.64662104316684,19.36815358146388,11.907385052836098,22.216515758144926,1.4569411899739553,1,True,False,False,False,False,True
